node_id,true_label,predicted_label,confidence,rho,num_hops,top_k,neighbourhood_size,subgraph_edges,active_features,degenerate_features,output_bandwidth,output_centered_norm,lipschitz_constant,step_size,converged,iterations,initial_objective,final_objective,objective_reduction,relative_change,num_nonzero,num_top_features,has_full_top_k,has_at_least_top_k_nonzero,beta_finite,beta_nonnegative,objective_decreased,initial_objective_valid,max_beta,min_beta,output_kernel_valid,explanation_available,failure_reason
2421,2,2,0.4608161151409149,0.03,2,10,4,8,58,1375,0.23350495100021362,1.2866549491882324,21.583799362182617,0.04633104428648949,True,201,0.4999999701976776,0.04634745419025421,0.4536525160074234,8.011539875951712e-09,34,10,True,True,True,True,True,True,0.3702096939086914,0.0,True,True,
2678,4,4,0.27419641613960266,0.03,2,10,19,86,190,1243,0.17704586684703827,4.972503185272217,13.043251037597656,0.07666800171136856,True,591,0.5000000596046448,0.35885152220726013,0.14114853739738464,9.316135418657723e-09,42,10,True,True,True,True,True,True,0.23804481327533722,0.0,True,True,
2145,1,1,0.800554096698761,0.03,2,10,18,48,193,1240,0.15345819294452667,5.308294296264648,16.097881317138672,0.0621199756860733,True,1110,0.49999988079071045,0.29570716619491577,0.20429271459579468,9.902832331931677e-09,66,10,True,True,True,True,True,True,0.30400457978248596,0.0,True,True,
2613,3,3,0.794624924659729,0.03,2,10,7,16,76,1357,0.17171911895275116,2.1565098762512207,22.55064582824707,0.04434462636709213,True,386,0.5,0.06547261774539948,0.4345273822546005,7.450580596923828e-09,42,10,True,True,True,True,True,True,0.8685243725776672,0.0,True,True,
2697,3,3,0.6216167211532593,0.03,2,10,2,2,30,1403,,,,,False,0,,,,,0,0,False,False,False,False,False,False,,,False,False,degenerate_local_gnn_outputs
1830,2,2,0.4453318417072296,0.03,2,10,48,160,413,1020,0.49192479252815247,11.550149917602539,12.125956535339355,0.08246771991252899,True,2602,0.4999999403953552,0.3277899920940399,0.1722099483013153,9.900094966042161e-09,45,10,True,True,True,True,True,True,0.33592331409454346,0.0,True,True,
2134,6,6,0.4497555196285248,0.03,2,10,14,38,181,1252,0.18229171633720398,3.5897057056427,16.1949405670166,0.061747681349515915,True,657,0.5,0.277359277009964,0.222640722990036,8.105716986506195e-09,56,10,True,True,True,True,True,True,0.4628387987613678,0.0,True,True,
2511,0,0,0.21113146841526031,0.03,2,10,6,12,97,1336,0.16195285320281982,1.396338701248169,21.09075164794922,0.0474141463637352,True,1244,0.4999999701976776,0.05057448893785477,0.44942548125982285,6.264831764468681e-09,33,10,True,True,True,True,True,True,0.39946773648262024,0.0,True,True,
2298,4,4,0.32336705923080444,0.03,2,10,4,6,52,1381,0.16618163883686066,0.8997374773025513,24.08805274963379,0.041514355689287186,True,1211,0.5,0.03141182288527489,0.4685881771147251,8.433485021441811e-09,18,10,True,True,True,True,True,True,0.10173140466213226,0.0,True,True,
2085,1,1,0.5924303531646729,0.03,2,10,84,404,533,900,0.24203768372535706,18.118938446044922,10.223902702331543,0.09781000763177872,True,229,0.4999999701976776,0.481080025434494,0.018919944763183594,9.814853818568281e-09,72,10,True,True,True,True,True,True,0.0757313147187233,0.0,True,True,
2304,3,3,0.3235635757446289,0.03,2,10,45,114,390,1043,0.28570428490638733,8.792519569396973,15.799379348754883,0.06329362839460373,True,474,0.5,0.3979235887527466,0.10207641124725342,8.798410888744002e-09,77,10,True,True,True,True,True,True,0.16135163605213165,0.0,True,True,
2140,3,3,0.8588941693305969,0.03,2,10,15,50,159,1274,0.12267903983592987,3.5978760719299316,16.020559310913086,0.062419794499874115,True,472,0.5,0.2817322015762329,0.2182677984237671,7.292469739184071e-09,87,10,True,True,True,True,True,True,0.26781392097473145,0.0,True,True,
2207,3,3,0.5075956583023071,0.03,2,10,14,32,133,1300,0.22800493240356445,3.2019007205963135,12.283416748046875,0.08141057193279266,True,1494,0.5000000596046448,0.20699691772460938,0.2930031418800354,7.594706197266987e-09,61,10,True,True,True,True,True,True,0.2137100249528885,0.0,True,True,
1748,2,2,0.6427563428878784,0.03,2,10,176,686,798,635,0.20386163890361786,38.888427734375,8.17330551147461,0.12234951555728912,True,217,0.5000002384185791,0.4745731055736542,0.025427132844924927,9.313225746154785e-09,43,10,True,True,True,True,True,True,0.18909427523612976,0.0,True,True,
2374,5,5,0.6476162075996399,0.03,2,10,6,14,83,1350,0.1759808510541916,1.7609002590179443,18.839956283569336,0.053078681230545044,True,384,0.5,0.08200248330831528,0.4179975166916847,8.33000246558413e-09,28,10,True,True,True,True,True,True,0.1507735550403595,0.0,True,True,
2478,1,1,0.48801183700561523,0.03,2,10,6,14,83,1350,0.35493871569633484,1.5959999561309814,20.043441772460938,0.0498916320502758,True,388,0.5,0.25315767526626587,0.24684232473373413,1.6130979885176089e-09,47,10,True,True,True,True,True,True,0.35473331809043884,0.0,True,True,
2076,3,3,0.5761532187461853,0.03,2,10,29,92,279,1154,0.19654764235019684,6.65666389465332,13.863653182983398,0.07213106006383896,True,393,0.49999991059303284,0.4158192574977875,0.08418065309524536,8.789164063216504e-09,75,10,True,True,True,True,True,True,0.11282787472009659,0.0,True,True,
2386,4,4,0.30795806646347046,0.03,2,10,15,38,177,1256,0.3835146427154541,3.6645307540893555,16.272886276245117,0.06145191192626953,True,620,0.5,0.26174163818359375,0.23825836181640625,8.238389526127321e-09,39,10,True,True,True,True,True,True,0.23588025569915771,0.0,True,True,
1744,2,2,0.7981822490692139,0.03,2,10,173,676,796,637,0.20534200966358185,38.30387496948242,8.536252975463867,0.11714741587638855,True,218,0.4999997615814209,0.4726110100746155,0.02738875150680542,6.796102791639669e-09,38,10,True,True,True,True,True,True,0.19710609316825867,0.0,True,True,
2575,0,0,0.3191019594669342,0.03,2,10,5,10,80,1353,0.17970004677772522,1.4539835453033447,21.758377075195312,0.04595930874347687,True,1058,0.5000000596046448,0.07090107351541519,0.4290989860892296,9.125060707049215e-09,55,10,True,True,True,True,True,True,0.1724742352962494,0.0,True,True,
2137,0,0,0.24616965651512146,0.03,2,10,14,30,190,1243,0.39476439356803894,2.8315207958221436,16.306442260742188,0.06132545694708824,True,635,0.5000000596046448,0.22227968275547028,0.2777203768491745,3.3900653395591007e-09,58,10,True,True,True,True,True,True,0.2402712106704712,0.0,True,True,
2334,2,2,0.5102955102920532,0.03,2,10,20,70,203,1230,0.24492397904396057,4.194796562194824,16.406757354736328,0.060950495302677155,True,869,0.5000000596046448,0.2907133102416992,0.20928674936294556,6.367822269481849e-09,61,10,True,True,True,True,True,True,0.31295546889305115,0.0,True,True,
2146,3,3,0.5317122936248779,0.03,2,10,15,50,136,1297,0.1744108498096466,3.8448824882507324,14.723246574401855,0.06791980564594269,True,445,0.4999999701976776,0.3592071235179901,0.1407928466796875,9.723293281638234e-09,44,10,True,True,True,True,True,True,0.24670501053333282,0.0,True,True,
2556,2,2,0.3312290608882904,0.03,2,10,13,38,161,1272,0.27672284841537476,2.795260190963745,20.417160034179688,0.04897840693593025,True,686,0.5,0.2570725381374359,0.2429274618625641,9.588553062656047e-09,50,10,True,True,True,True,True,True,0.20804233849048615,0.0,True,True,
1966,4,4,0.7453000545501709,0.03,2,10,43,134,364,1069,0.3054508864879608,10.116972923278809,15.374855995178223,0.06504125893115997,True,1527,0.5000000596046448,0.3801882863044739,0.1198117733001709,8.689918118420792e-09,67,10,True,True,True,True,True,True,0.21905410289764404,0.0,True,True,
1721,2,2,0.7347998023033142,0.03,2,10,194,776,828,605,0.2249927967786789,42.53093719482422,8.549606323242188,0.11696445196866989,True,225,0.5000004768371582,0.47446271777153015,0.025537759065628052,9.371252218670634e-09,20,10,True,True,True,True,True,True,0.17292921245098114,0.0,True,True,
2052,0,0,0.3994514048099518,0.03,2,10,38,130,356,1077,0.28758299350738525,8.590008735656738,12.314801216125488,0.08120309561491013,True,568,0.4999999701976776,0.4272204339504242,0.07277953624725342,9.639300913022453e-09,90,10,True,True,True,True,True,True,0.22684381902217865,0.0,True,True,
2451,2,2,0.39168933033943176,0.03,2,10,26,92,261,1172,0.34430232644081116,5.745765686035156,16.447397232055664,0.060799892991781235,True,721,0.4999999403953552,0.36047959327697754,0.13952034711837769,9.98732208046249e-09,76,10,True,True,True,True,True,True,0.16781172156333923,0.0,True,True,
2122,4,4,0.6971177458763123,0.03,2,10,33,108,340,1093,0.23879241943359375,8.19050407409668,12.908747673034668,0.07746684551239014,True,421,0.5,0.35586977005004883,0.14413022994995117,9.577238557767487e-09,54,10,True,True,True,True,True,True,0.3169972598552704,0.0,True,True,
2609,3,3,0.23427227139472961,0.03,2,10,6,12,86,1347,0.2111416757106781,1.4394805431365967,19.340015411376953,0.05170626565814018,True,1407,0.5,0.10105103254318237,0.3989489674568176,8.05203637099794e-09,44,10,True,True,True,True,True,True,0.2575165331363678,0.0,True,True,
2155,0,0,0.7313411831855774,0.03,2,10,92,296,584,849,0.37352848052978516,16.576066970825195,9.107932090759277,0.10979440808296204,True,227,0.4999999701976776,0.41747963428497314,0.08252033591270447,9.546056389808655e-09,53,10,True,True,True,True,True,True,0.18315161764621735,0.0,True,True,
1765,2,2,0.9009186029434204,0.03,2,10,185,734,810,623,0.20673729479312897,40.84967803955078,8.506734848022461,0.11755391955375671,True,230,0.5000001192092896,0.47368323802948,0.02631688117980957,9.316135418657723e-09,24,10,True,True,True,True,True,True,0.19120226800441742,0.0,True,True,
2266,0,0,0.46204203367233276,0.03,2,10,12,28,154,1279,0.17482984066009521,2.3630287647247314,15.445449829101562,0.06474398821592331,True,297,0.5,0.24305778741836548,0.2569422125816345,7.198948992481746e-09,58,10,True,True,True,True,True,True,0.352216511964798,0.0,True,True,
2236,4,4,0.6287076473236084,0.03,2,10,13,38,123,1310,0.22578851878643036,3.4601893424987793,17.498231887817383,0.057148631662130356,True,4967,0.4999999403953552,0.34528541564941406,0.15471452474594116,7.031331072937519e-09,71,10,True,True,True,True,True,True,0.29142192006111145,0.0,True,True,
2507,2,2,0.7500112652778625,0.03,2,10,14,42,141,1292,0.10829151421785355,3.4247632026672363,14.220803260803223,0.0703195184469223,True,792,0.5000000596046448,0.21629981696605682,0.28370024263858795,8.355993230679815e-09,39,10,True,True,True,True,True,True,0.421368807554245,0.0,True,True,
2554,2,2,0.4950905442237854,0.03,2,10,7,16,76,1357,0.29119405150413513,2.0119550228118896,16.677669525146484,0.059960417449474335,True,770,0.5,0.07563826441764832,0.4243617355823517,9.506221587685104e-09,28,10,True,True,True,True,True,True,0.34645789861679077,0.0,True,True,
2441,2,2,0.5838233828544617,0.03,2,10,21,70,233,1200,0.12743832170963287,4.88725471496582,16.791584014892578,0.05955364182591438,True,684,0.49999988079071045,0.3073819875717163,0.19261789321899414,9.897356711974226e-09,84,10,True,True,True,True,True,True,0.15944792330265045,0.0,True,True,
2209,6,6,0.7937487363815308,0.03,2,10,6,16,76,1357,0.08440795540809631,1.6134146451950073,17.036842346191406,0.05869632214307785,True,480,0.5,0.12771601974964142,0.3722839802503586,8.368957971072177e-09,44,10,True,True,True,True,True,True,0.5347279906272888,0.0,True,True,
2112,6,6,0.5146459937095642,0.03,2,10,34,96,326,1107,0.23825840651988983,6.120073318481445,13.41407299041748,0.07454857230186462,True,547,0.5000000596046448,0.35918882489204407,0.1408112347126007,9.745568796404314e-09,108,10,True,True,True,True,True,True,0.13907533884048462,0.0,True,True,
2627,2,2,0.8874753713607788,0.03,2,10,3,4,42,1391,0.05580810457468033,0.6098853945732117,22.650726318359375,0.04414869472384453,True,24,0.4999999403953552,0.03716115653514862,0.4628387838602066,3.951266869250958e-09,34,10,True,True,True,True,True,True,0.057406116276979446,0.0,True,True,
2700,3,3,0.24088582396507263,0.03,2,10,3,4,42,1391,0.17966912686824799,0.6414690613746643,21.935894012451172,0.04558738321065903,True,72,0.5000000596046448,0.038968201726675034,0.46103185787796974,6.177695244247161e-09,23,10,True,True,True,True,True,True,0.0732818990945816,0.0,True,True,
2261,4,4,0.24549923837184906,0.03,2,10,10,18,148,1285,0.2438359409570694,2.340482234954834,18.845548629760742,0.05306292697787285,True,706,0.5000000596046448,0.12372556328773499,0.3762744963169098,8.649274185756894e-09,61,10,True,True,True,True,True,True,0.22676445543766022,0.0,True,True,
1720,2,2,0.8018003106117249,0.03,2,10,183,736,809,624,0.19934864342212677,40.689453125,8.41574478149414,0.11882489919662476,True,208,0.5000000596046448,0.4730199873447418,0.026980072259902954,9.313225746154785e-09,28,10,True,True,True,True,True,True,0.19581611454486847,0.0,True,True,
2420,3,3,0.31428053975105286,0.03,2,10,7,14,89,1344,0.17919714748859406,2.0649075508117676,17.705015182495117,0.056481171399354935,True,518,0.5000000596046448,0.21656382083892822,0.28343623876571655,8.736580348056577e-09,42,10,True,True,True,True,True,True,0.12513470649719238,0.0,True,True,
2518,4,4,0.5229170322418213,0.03,2,10,25,104,222,1211,0.19205011427402496,6.294393539428711,14.324346542358398,0.06981121003627777,True,499,0.4999999701976776,0.41768065094947815,0.08231931924819946,9.497663988611293e-09,68,10,True,True,True,True,True,True,0.19691941142082214,0.0,True,True,
1948,3,3,0.45577314496040344,0.03,2,10,25,98,239,1194,0.14266717433929443,6.628392696380615,19.676990509033203,0.05082077905535698,True,615,0.5000000596046448,0.36394691467285156,0.1360531449317932,9.913774690062382e-09,52,10,True,True,True,True,True,True,0.3064872920513153,0.0,True,True,
2668,3,3,0.6029812097549438,0.03,2,10,18,60,192,1241,0.2559894323348999,3.2868332862854004,16.257970809936523,0.061508290469646454,True,601,0.5,0.2862364947795868,0.2137635052204132,9.313225746154785e-09,59,10,True,True,True,True,True,True,0.20463953912258148,0.0,True,True,
2625,3,3,0.616578996181488,0.03,2,10,2,2,28,1405,,,,,False,0,,,,,0,0,False,False,False,False,False,False,,,False,False,degenerate_local_gnn_outputs
1955,5,5,0.9181212782859802,0.03,2,10,21,64,223,1210,0.1875000298023224,5.558710098266602,15.770020484924316,0.06341145932674408,True,621,0.5,0.2910962998867035,0.2089037001132965,6.350773240626495e-09,38,10,True,True,True,True,True,True,0.25254398584365845,0.0,True,True,
2593,3,3,0.2780078649520874,0.03,2,10,5,10,94,1339,0.6429623961448669,1.1898562908172607,23.722333908081055,0.04215436801314354,True,506,0.5,0.046279340982437134,0.45372065901756287,5.350040854779081e-09,37,10,True,True,True,True,True,True,0.20209337770938873,0.0,True,True,
2218,1,1,0.5999043583869934,0.03,2,10,4,6,46,1387,0.15286271274089813,1.2394968271255493,17.5966854095459,0.05682888254523277,True,466,0.5,0.039152394980192184,0.4608476050198078,8.105716986506195e-09,39,10,True,True,True,True,True,True,0.14527375996112823,0.0,True,True,
2311,0,0,0.48338091373443604,0.03,2,10,9,26,111,1322,0.17771898210048676,3.051931142807007,16.68853759765625,0.05992136895656586,True,471,0.5,0.2619015574455261,0.23809844255447388,8.33000246558413e-09,27,10,True,True,True,True,True,True,0.27825847268104553,0.0,True,True,
2337,4,4,0.3608464300632477,0.03,2,10,5,8,71,1362,0.1449282020330429,1.4929975271224976,20.29200553894043,0.04928049072623253,True,344,0.4999999403953552,0.07984855026006699,0.42015139013528824,9.633675190912072e-09,59,10,True,True,True,True,True,True,0.09403868764638901,0.0,True,True,
2495,3,3,0.6624459028244019,0.03,2,10,13,28,130,1303,0.198900505900383,2.8618004322052,18.635801315307617,0.05366015434265137,True,432,0.5,0.24472574889659882,0.2552742511034012,8.381903171539307e-09,31,10,True,True,True,True,True,True,0.28208646178245544,0.0,True,True,
2157,6,6,0.8747673034667969,0.03,2,10,13,34,137,1296,0.1383638083934784,4.682474613189697,15.157414436340332,0.06597431004047394,True,306,0.5,0.2701338231563568,0.2298661768436432,9.565911618381051e-09,38,10,True,True,True,True,True,True,0.2756624221801758,0.0,True,True,
1822,3,3,0.49218395352363586,0.03,2,10,45,116,412,1021,0.2314663976430893,8.673359870910645,13.39333724975586,0.07466398924589157,True,689,0.5,0.4072926342487335,0.09270736575126648,9.935622991008586e-09,97,10,True,True,True,True,True,True,0.17245665192604065,0.0,True,True,
2687,3,3,0.7057761549949646,0.03,2,10,5,14,41,1392,0.08580275624990463,1.354853868484497,15.466768264770508,0.06465474516153336,True,73,0.5,0.24491596221923828,0.2550840377807617,4.609811643518924e-09,39,10,True,True,True,True,True,True,0.1641073375940323,0.0,True,True,
1954,5,5,0.5720919966697693,0.03,2,10,47,130,354,1079,0.33582592010498047,11.832554817199707,11.780377388000488,0.08488692343235016,True,552,0.5,0.393881618976593,0.10611838102340698,8.11574274450777e-09,53,10,True,True,True,True,True,True,0.22311200201511383,0.0,True,True,
2059,0,0,0.4081485867500305,0.03,2,10,23,64,259,1174,0.3013841211795807,4.298028945922852,16.49974250793457,0.060607004910707474,True,700,0.4999999403953552,0.3056096136569977,0.19439032673835754,9.625231278675983e-09,87,10,True,True,True,True,True,True,0.12883684039115906,0.0,True,True,
2096,1,1,0.42233705520629883,0.03,2,10,21,60,271,1162,0.4338071048259735,4.617839336395264,17.179182052612305,0.058209989219903946,True,803,0.5,0.26683926582336426,0.23316073417663574,9.789967947426703e-09,47,10,True,True,True,True,True,True,0.2892908453941345,0.0,True,True,
2614,2,2,0.8776564002037048,0.03,2,10,15,40,164,1269,0.15455633401870728,3.947242021560669,16.448820114135742,0.060794632881879807,True,1101,0.4999999701976776,0.33841896057128906,0.16158100962638855,9.872677786404438e-09,53,10,True,True,True,True,True,True,0.19595354795455933,0.0,True,True,
2363,5,5,0.8800440430641174,0.03,2,10,6,16,80,1353,0.10073228925466537,1.6728929281234741,18.054983139038086,0.05538637191057205,True,427,0.5,0.04771682620048523,0.45228317379951477,4.44212577832559e-09,46,10,True,True,True,True,True,True,0.4664013087749481,0.0,True,True,
2237,4,4,0.6154775619506836,0.03,2,10,18,58,164,1269,0.15937493741512299,4.807158470153809,15.854608535766602,0.06307314336299896,True,531,0.49999988079071045,0.3832274079322815,0.11677247285842896,9.911039988708126e-09,68,10,True,True,True,True,True,True,0.22396281361579895,0.0,True,True,
2041,3,3,0.4097443222999573,0.03,2,10,66,186,481,952,0.2825551927089691,13.459731101989746,13.396379470825195,0.07464703172445297,True,1033,0.5,0.458935409784317,0.04106459021568298,9.148792834423602e-09,102,10,True,True,True,True,True,True,0.09865185618400574,0.0,True,True,
2202,0,0,0.6122427582740784,0.03,2,10,21,88,181,1252,0.1370832771062851,6.760177135467529,12.329288482666016,0.08110768347978592,True,579,0.4999999701976776,0.4350634813308716,0.06493648886680603,8.407733176341026e-09,43,10,True,True,True,True,True,True,0.12698926031589508,0.0,True,True,
2074,0,0,0.6075204014778137,0.03,2,10,36,138,296,1137,0.2657396197319031,9.264613151550293,10.7366304397583,0.09313908964395523,True,467,0.5,0.43966150283813477,0.060338497161865234,8.510270710360146e-09,52,10,True,True,True,True,True,True,0.12762001156806946,0.0,True,True,
2290,4,4,0.21048937737941742,0.03,2,10,16,62,176,1257,0.1681034415960312,4.069058895111084,16.5776309967041,0.06032225117087364,True,1299,0.4999999403953552,0.34331822395324707,0.15668171644210815,7.450580596923828e-09,51,10,True,True,True,True,True,True,0.20234420895576477,0.0,True,True,
2382,4,4,0.2827281355857849,0.03,2,10,18,58,214,1219,0.5378089547157288,4.89351749420166,17.479021072387695,0.05721144378185272,True,756,0.5,0.18785159289836884,0.31214840710163116,9.278235069132279e-09,41,10,True,True,True,True,True,True,0.21855418384075165,0.0,True,True,
1804,2,2,0.3821392059326172,0.03,2,10,116,480,673,760,0.37227296829223633,26.583770751953125,9.816163063049316,0.10187280178070068,True,233,0.5000001788139343,0.4056243300437927,0.0943758487701416,9.313225746154785e-09,42,10,True,True,True,True,True,True,0.289660781621933,0.0,True,True,
1917,6,6,0.48399269580841064,0.03,2,10,47,130,415,1018,0.2549671530723572,10.863030433654785,13.288579940795898,0.07525258511304855,True,374,0.5,0.4196646809577942,0.08033531904220581,8.586369837360053e-09,55,10,True,True,True,True,True,True,0.18812446296215057,0.0,True,True,
1761,2,2,0.3302612900733948,0.03,2,10,182,722,807,626,0.2297041416168213,40.35123062133789,8.568769454956055,0.11670286953449249,True,221,0.49999991059303284,0.4698234796524048,0.030176430940628052,9.184276450469042e-09,29,10,True,True,True,True,True,True,0.1581340879201889,0.0,True,True,
2539,3,3,0.8259238600730896,0.03,2,10,6,10,71,1362,0.1347455531358719,1.5005255937576294,21.93120002746582,0.0455971397459507,True,573,0.4999999403953552,0.13571414351463318,0.36428579688072205,9.809329348797746e-09,66,10,True,True,True,True,True,True,0.17749373614788055,0.0,True,True,
2477,3,3,0.32614246010780334,0.03,2,10,4,6,46,1387,0.19993405044078827,1.4174693822860718,17.510955810546875,0.0571071058511734,True,9724,0.4999999701976776,0.03287530690431595,0.46712466329336166,1.31708899342442e-09,18,10,True,True,True,True,True,True,0.6664490103721619,0.0,True,True,
1812,3,3,0.48474839329719543,0.03,2,10,153,408,785,648,0.2821529507637024,27.43387794494629,8.878850936889648,0.11262718588113785,True,345,0.5000000596046448,0.4796380400657654,0.020362019538879395,9.946529822002503e-09,56,10,True,True,True,True,True,True,0.090050108730793,0.0,True,True,
2060,5,5,0.6995407342910767,0.03,2,10,10,36,119,1314,0.09491428732872009,2.458899736404419,16.37175178527832,0.06108081713318825,True,379,0.5000000596046448,0.3060753345489502,0.19392472505569458,6.177695244247161e-09,52,10,True,True,True,True,True,True,0.3702991306781769,0.0,True,True,
1856,1,1,0.4741944670677185,0.03,2,10,168,622,823,610,0.39216434955596924,42.346214294433594,7.976444721221924,0.125369131565094,True,148,0.5000001192092896,0.42568647861480713,0.07431364059448242,6.535867402845952e-09,31,10,True,True,True,True,True,True,0.24426878988742828,0.0,True,True,
2238,4,4,0.870302140712738,0.03,2,10,40,148,350,1083,0.20927643775939941,10.300383567810059,14.089422225952148,0.07097522914409637,True,705,0.5000001192092896,0.45518478751182556,0.04481533169746399,9.543216883400873e-09,75,10,True,True,True,True,True,True,0.10669310390949249,0.0,True,True,
2588,3,3,0.40270382165908813,0.03,2,10,6,12,87,1346,0.13969047367572784,1.240474820137024,20.057029724121094,0.04985783249139786,True,209,0.5000000596046448,0.08956490457057953,0.41043515503406525,8.33000246558413e-09,56,10,True,True,True,True,True,True,0.13188780844211578,0.0,True,True,
2411,3,3,0.4041532874107361,0.03,2,10,2,2,35,1398,,,,,False,0,,,,,0,0,False,False,False,False,False,False,,,False,False,degenerate_local_gnn_outputs
1805,1,1,0.5331879258155823,0.03,2,10,119,556,662,771,0.3063826262950897,24.50449562072754,9.771522521972656,0.10233819484710693,True,230,0.5000002384185791,0.4688625633716583,0.031137675046920776,8.218624891753734e-09,65,10,True,True,True,True,True,True,0.1044299528002739,0.0,True,True,
1898,5,5,0.3185468018054962,0.03,2,10,25,66,274,1159,0.5663312673568726,5.824512958526611,15.136621475219727,0.06606493890285492,True,690,0.5,0.2055881917476654,0.2944118082523346,8.84450024329908e-09,50,10,True,True,True,True,True,True,0.3526398241519928,0.0,True,True,
1934,3,3,0.2941996455192566,0.03,2,10,20,100,208,1225,0.20633645355701447,4.900015830993652,15.539935111999512,0.06435032933950424,True,569,0.4999999701976776,0.3499402701854706,0.15005970001220703,9.856191418577964e-09,47,10,True,True,True,True,True,True,0.22755427658557892,0.0,True,True,
2200,0,0,0.2803977429866791,0.03,2,10,28,96,273,1160,0.3475731909275055,7.51274299621582,14.1532621383667,0.07065509259700775,True,704,0.4999999701976776,0.4187243580818176,0.08127561211585999,9.946529822002503e-09,59,10,True,True,True,True,True,True,0.185309037566185,0.0,True,True,
2459,3,3,0.40317994356155396,0.03,2,10,9,18,81,1352,0.1967751830816269,2.4918932914733887,13.948612213134766,0.07169172167778015,True,243,0.5,0.2766188383102417,0.2233811616897583,7.902533738501916e-09,44,10,True,True,True,True,True,True,0.23284903168678284,0.0,True,True,
1745,2,2,0.7068392038345337,0.03,2,10,184,728,818,615,0.20820936560630798,40.8320198059082,8.524857521057129,0.1173040121793747,True,219,0.5000004768371582,0.4779689908027649,0.02203148603439331,9.900094966042161e-09,30,10,True,True,True,True,True,True,0.1737767606973648,0.0,True,True,
2592,5,5,0.5950422286987305,0.03,2,10,10,26,113,1320,0.12213888019323349,2.279039144515991,15.75383472442627,0.06347660720348358,True,538,0.4999999701976776,0.11940740048885345,0.38059256970882416,9.954701063463745e-09,44,10,True,True,True,True,True,True,0.4505375027656555,0.0,True,True,
1722,2,2,0.40128928422927856,0.03,2,10,172,668,794,639,0.21379615366458893,37.950435638427734,8.577386856079102,0.1165856271982193,True,216,0.5000002384185791,0.4703194797039032,0.029680758714675903,9.913774690062382e-09,39,10,True,True,True,True,True,True,0.20588697493076324,0.0,True,True,
